FarmID,State,District,Crop,Season,SoilType,IrrigationType,SoilNitrogen_kg_ha,SoilPhosphorus_kg_ha,SoilPotassium_kg_ha,SoilPH,OrganicCarbon_pct,Sulphur_ppm,Zinc_ppm,ElectricalConductivity_dS_m,Temperature_C,Humidity_pct,Rainfall_mm,FarmSize_acres,PreviousYield_kg_acre,YearsOfCultivation,NitrogenRecommendation_kg_acre,PhosphorusRecommendation_kg_acre,PotassiumRecommendation_kg_acre,ExpectedYieldImprovement_pct,EstimatedFertilizerCost_INR_acre,EstimatedFertilizerCost_INR_total
AP01905,Haryana,HAR-18,Potato,Rabi,Silt,Rainfed,280,19,190,7.02,0.5,2.0,0.25,0.7,19.6,66.6,448,13.3,8232,2,55.6,19.2,36.7,22.6,3283,43663
AP01906,Haryana,HAR-04,Potato,Rabi,Sandy,Sprinkler,396,20,158,6.69,0.49,9.1,1.07,0.56,22.3,39.0,467,0.98,10176,8,40.4,25.0,43.2,20.7,3772,3696
AP01907,Haryana,HAR-12,Potato,Rabi,Loamy,Sprinkler,837,27,405,7.75,0.93,20.9,0.35,1.67,13.0,40.5,530,1.71,7922,1,19.5,14.6,23.3,20.1,2300,3933
AP01908,Haryana,HAR-01,Potato,Rabi,Sandy,Flood,195,8,47,5.6,0.37,4.9,0.79,1.49,23.0,38.2,542,5.1,9488,3,61.6,47.3,61.4,28.9,5845,29809
AP01909,Haryana,HAR-17,Potato,Rabi,Loamy,Flood,647,33,280,6.81,0.98,21.2,0.9,1.8,16.8,53.6,466,1.78,7560,1,12.1,10.4,15.1,7.2,1626,2894
AP01910,Haryana,HAR-01,Potato,Rabi,Loamy,Flood,176,11,97,7.16,0.38,23.6,0.6,1.77,11.1,45.8,552,1.69,9296,22,56.2,32.2,61.9,21.1,5228,8835
AP01911,Haryana,HAR-13,Potato,Rabi,Sandy,Rainfed,624,22,429,6.75,0.38,38.2,1.44,1.42,19.4,32.1,536,3.03,9119,3,22.0,12.6,19.0,14.7,1990,6029
AP01912,Haryana,HAR-06,Potato,Rabi,Loamy,Drip,351,19,221,6.31,0.67,20.2,1.04,1.82,19.2,,484,1.42,8228,8,33.3,14.2,35.3,29.6,2919,4144
AP01913,Haryana,HAR-18,Potato,Rabi,Sandy,Sprinkler,696,22,347,6.49,0.1,12.0,0.16,0.85,20.5,50.4,466,1.56,8593,4,24.0,15.6,18.1,23.0,2000,3120
AP01914,Haryana,HAR-08,Potato,Rabi,Sandy,Flood,600,32,292,5.87,0.31,5.9,0.6,2.17,13.3,48.2,565,8.88,5723,3,26.5,17.3,17.7,23.1,2096,18612
AP01915,Haryana,HAR-08,Potato,Rabi,Sandy,Flood,88,6,109,6.73,0.2,27.5,0.28,1.71,17.9,56.2,510,4.19,8207,1,67.5,35.0,49.1,26.2,4922,20623
AP01916,Haryana,HAR-08,Potato,Rabi,Silt,Sprinkler,223,3,69,6.69,0.75,9.1,1.25,1.68,20.1,42.9,477,12.55,5629,3,45.8,42.8,49.5,31.5,4612,57880
AP01917,Haryana,HAR-05,Potato,Rabi,Silt,Rainfed,335,15,232,7.29,0.17,7.7,1.95,0.9,14.5,47.2,464,2.22,9054,25,72.8,28.9,33.7,25.2,3789,8411
AP01918,Haryana,HAR-24,Potato,Rabi,Clay,Flood,207,5,69,6.94,0.59,4.6,0.41,1.39,10.9,34.3,611,11.23,8486,4,59.0,48.3,65.1,23.6,5790,65021
AP01919,Haryana,HAR-18,Potato,Rabi,Silt,Rainfed,245,10,74,6.95,0.83,27.3,0.46,,15.1,43.2,513,0.56,9068,6,55.6,39.0,65.1,24.7,5334,2987
AP01920,Haryana,HAR-23,Potato,Rabi,Loamy,Sprinkler,375,14,123,6.54,0.69,31.0,0.42,1.66,20.5,25.8,481,1.34,9665,1,32.3,31.5,65.4,22.0,5055,6773
AP01921,Haryana,HAR-09,Potato,Rabi,Clay,Drip,240,5,49,6.95,0.86,4.7,1.45,0.9,18.9,57.5,498,2.49,11803,1,51.2,34.9,57.3,25.8,5203,12955
AP01922,Haryana,HAR-01,Potato,Rabi,Loamy,Sprinkler,147,7,55,6.83,0.76,23.5,1.41,2.04,13.5,38.7,463,1.07,5598,11,72.3,37.6,64.8,35.7,5991,6410
AP01923,Haryana,HAR-09,Potato,Rabi,Clay,Rainfed,735,25,335,6.95,0.5,8.3,0.39,1.17,28.0,46.2,507,1.17,6824,1,18.7,10.8,18.9,17.7,1814,2122
AP01924,Haryana,HAR-20,Potato,Rabi,Sandy,Flood,375,15,110,6.84,0.21,9.5,1.54,1.87,16.6,30.0,477,1.52,7458,5,33.4,28.5,45.3,23.5,4270,6490
AP01925,Haryana,HAR-20,Potato,Rabi,Sandy,Rainfed,280,11,182,6.91,0.54,14.0,0.43,1.45,22.5,39.1,458,0.49,7446,1,50.3,34.8,27.5,27.5,3379,1655
AP01926,Haryana,HAR-16,Potato,Rabi,Clay,Rainfed,280,22,214,7.35,1.02,3.6,0.59,0.6,15.4,56.5,509,1.45,10278,8,34.3,10.4,18.6,9.4,1988,2882
AP01927,Haryana,HAR-08,Potato,Rabi,Clay,Rainfed,560,28,308,6.25,0.73,8.3,1.24,2.86,18.0,34.8,571,0.95,9584,4,24.2,15.8,26.6,14.8,2519,2393
AP01928,Haryana,HAR-16,Potato,Rabi,Silt,Sprinkler,346,16,148,7.42,0.98,15.1,1.13,,12.5,37.7,530,1.39,9245,10,40.2,21.5,43.9,18.1,3721,5172
AP01929,Haryana,HAR-13,Potato,Winter,Loamy,Drip,392,11,210,6.38,0.42,7.3,0.59,1.17,20.9,69.4,608,1.16,10188,8,31.4,21.0,17.2,16.1,2033,2358
AP01930,Haryana,HAR-07,Potato,Rabi,Sandy,Rainfed,277,4,66,5.5,0.2,24.7,1.18,0.55,18.0,36.3,571,2.12,10054,6,66.3,48.4,62.9,23.7,5606,11884
AP01931,Haryana,HAR-02,Potato,Winter,Silt,Rainfed,465,15,234,7.54,0.27,10.7,0.42,0.44,16.3,75.8,613,15.5,8167,15,31.2,24.5,21.9,23.0,2439,37804
AP01932,Haryana,HAR-14,Potato,Rabi,Silt,Sprinkler,502,15,149,6.88,1.08,5.3,0.43,1.54,28.0,39.7,457,0.47,6317,2,23.3,24.8,37.4,28.4,3364,1581
AP01933,Haryana,HAR-24,Potato,Winter,Loamy,Sprinkler,659,23,405,7.17,0.37,22.1,0.44,0.75,20.1,80.0,599,1.05,8177,2,23.8,17.0,22.6,18.9,2447,2569
AP01934,Haryana,HAR-07,Potato,Rabi,Sandy,Drip,152,9,80,7.11,0.33,14.7,0.25,2.09,12.7,48.0,425,2.65,9195,4,75.7,37.4,55.0,33.5,5172,13705
AP01935,Haryana,HAR-03,Potato,Rabi,Silt,Sprinkler,311,16,241,6.67,0.59,5.7,1.21,0.9,22.7,52.6,533,1.11,8375,25,40.7,18.5,21.8,17.2,2519,2796
AP01936,Haryana,HAR-19,Potato,Rabi,Clay,Flood,734,36,280,6.66,0.71,20.8,0.83,1.38,16.6,56.7,479,1.52,9273,7,15.6,11.9,15.4,3.0,1705,2591
AP01937,Haryana,HAR-17,Potato,Rabi,Loamy,Sprinkler,280,15,195,7.2,0.81,2.1,0.43,1.69,21.7,47.1,463,4.42,8014,5,29.9,15.7,23.0,21.7,2216,9794
AP01938,Haryana,HAR-04,Potato,Winter,Clay,Rainfed,393,16,179,6.36,0.5,7.7,0.59,0.86,9.1,40.3,494,2.03,7812,6,42.5,23.7,46.3,23.1,4111,8345
AP01939,Haryana,HAR-11,Potato,Winter,Silt,Sprinkler,772,35,335,6.6,0.9,6.2,1.36,2.11,22.7,35.2,460,1.7,7815,3,24.2,16.6,27.2,16.3,2607,4431
AP01940,Haryana,HAR-14,Potato,Rabi,Clay,Flood,233,8,26,6.58,0.99,8.8,1.15,2.45,20.6,60.2,517,1.84,9344,1,65.8,48.1,64.7,27.4,6122,11264
AP01941,Haryana,HAR-06,Potato,Rabi,Sandy,Flood,322,13,186,7.5,0.47,2.6,1.88,1.02,13.2,56.7,530,2.64,8043,6,43.2,22.9,31.7,28.8,3113,8218
AP01942,Haryana,HAR-11,Potato,Rabi,Clay,Drip,160,8,40,6.94,0.66,20.8,0.35,1.48,22.9,48.8,400,1.8,9329,8,42.5,33.1,42.6,32.9,4054,7297
AP01943,Haryana,HAR-02,Potato,Rabi,Silt,Flood,452,12,185,6.7,0.63,18.6,0.78,1.27,14.5,27.5,519,3.58,9212,14,26.9,47.1,23.5,23.1,3177,11373
AP01944,Haryana,HAR-12,Potato,Rabi,Loamy,Flood,176,9,78,6.59,0.8,15.4,0.36,2.06,20.6,46.9,531,3.72,9362,1,60.2,41.6,59.9,32.6,5470,20348
AP01945,Haryana,HAR-20,Potato,Winter,Loamy,Rainfed,551,18,209,7.54,0.76,26.6,0.17,1.36,12.3,,478,2.56,6666,9,23.0,20.4,30.7,18.0,2891,7400
AP01946,Haryana,HAR-10,Potato,Rabi,Clay,Sprinkler,723,33,280,6.57,0.86,12.0,1.14,0.36,14.2,60.7,565,1.91,11671,1,16.3,12.7,25.6,3.4,2199,4200
AP01947,Haryana,HAR-21,Potato,Rabi,Silt,Sprinkler,679,27,407,7.03,0.55,12.0,0.51,1.23,21.0,40.7,516,3.08,9502,1,16.3,11.6,16.9,10.0,1796,5531
AP01948,Haryana,HAR-11,Potato,Rabi,Silt,Flood,125,10,109,6.6,0.78,14.2,0.18,2.29,18.9,36.9,538,2.71,6836,1,42.9,36.1,35.6,22.5,3573,9682
AP01949,Haryana,HAR-06,Potato,Rabi,Sandy,Flood,392,18,141,6.22,0.22,5.5,2.3,1.59,18.3,62.0,507,2.0,7575,1,45.2,18.5,42.4,22.4,3530,7060
AP01950,Haryana,HAR-12,Potato,Rabi,Loamy,Flood,672,34,347,7.8,0.73,9.4,0.68,1.52,12.3,55.4,516,1.38,10099,1,23.2,12.0,18.2,15.8,1842,2541
AP01951,Haryana,HAR-15,Potato,Winter,Silt,Rainfed,772,30,280,6.86,0.97,6.9,0.86,1.14,16.0,46.7,473,3.95,10585,1,18.5,12.8,23.1,13.0,2055,8117
AP01952,Haryana,HAR-08,Potato,Rabi,Silt,Rainfed,441,16,186,6.68,0.79,3.3,0.96,1.11,20.2,52.7,505,1.79,7983,5,35.7,26.1,36.4,22.1,3513,6288
AP01953,Haryana,HAR-13,Potato,Rabi,Clay,Rainfed,191,4,109,7.39,0.58,6.0,0.32,0.83,21.5,62.7,526,1.7,9410,13,71.6,44.7,46.7,23.1,4512,7670
AP01954,Haryana,HAR-16,Potato,Rabi,Clay,Sprinkler,608,33,306,7.06,0.8,4.7,0.29,1.04,19.3,35.0,524,1.45,7907,11,17.0,12.7,22.2,18.7,2068,2998
AP01955,Haryana,HAR-18,Potato,Rabi,Loamy,Drip,459,22,114,6.82,0.53,37.6,1.04,1.45,15.0,38.4,540,4.83,7598,9,24.8,13.3,44.8,21.9,3588,17330
AP01956,Haryana,HAR-11,Potato,Rabi,Silt,Flood,626,32,334,6.5,0.4,12.3,2.12,0.59,19.9,60.3,440,1.33,7923,25,22.5,13.7,22.4,19.8,2175,2892
AP01957,Haryana,HAR-01,Potato,Rabi,Silt,Flood,560,29,353,6.79,0.74,16.8,0.55,2.16,9.1,37.8,499,3.69,9805,14,18.8,9.8,15.8,3.0,1695,6254
AP01958,Haryana,HAR-24,Potato,Rabi,Loamy,Sprinkler,795,22,443,6.74,0.74,8.0,0.59,1.47,8.0,40.4,509,0.25,9938,2,15.3,12.4,17.7,6.9,1821,455
AP01959,Haryana,HAR-23,Potato,Rabi,Sandy,Flood,310,18,178,5.84,0.1,8.2,0.1,1.99,21.5,57.0,518,3.61,10560,4,58.1,19.4,29.4,19.3,3024,10916
AP01960,Haryana,HAR-13,Potato,Rabi,Loamy,Drip,560,29,369,6.48,0.73,5.7,0.6,1.37,21.9,,489,0.88,9158,8,14.9,10.2,14.1,11.2,1597,1405
AP01961,Haryana,HAR-04,Potato,Rabi,Loamy,Rainfed,750,22,395,6.09,0.69,20.4,0.31,0.62,15.0,66.2,491,0.84,9682,7,16.6,14.3,13.7,8.4,1654,1389
AP01962,Haryana,HAR-02,Potato,Rabi,Silt,Flood,280,17,209,6.0,0.96,18.6,0.29,1.97,22.8,54.9,583,0.55,7535,1,49.5,19.9,24.2,30.1,2591,1425
AP01963,Haryana,HAR-01,Potato,Rabi,Silt,Flood,402,16,279,7.74,0.58,5.7,0.36,1.41,21.7,59.6,467,0.76,9035,3,32.3,17.4,22.7,16.8,2482,1886
AP01964,Haryana,HAR-13,Potato,Rabi,Silt,Flood,211,8,44,7.68,1.01,28.3,0.52,1.4,14.3,67.0,569,1.97,9393,2,47.5,38.3,56.5,18.6,4962,9775
AP01965,Haryana,HAR-02,Potato,Rabi,Sandy,Flood,417,16,221,6.51,0.24,7.6,1.22,0.92,9.9,43.5,466,1.49,10340,7,22.5,17.6,23.5,16.6,2480,3695
AP01966,Haryana,HAR-08,Potato,Rabi,Silt,Flood,50,9,97,6.57,0.75,18.7,2.54,1.24,20.9,33.4,560,1.27,9961,2,61.2,40.2,54.3,36.0,5107,6485
AP01967,Haryana,HAR-23,Potato,Rabi,Silt,Flood,280,22,205,7.14,0.57,12.0,0.42,1.4,13.9,64.7,400,6.81,9320,4,56.2,11.6,37.9,23.0,3447,23474
AP01968,Haryana,HAR-16,Potato,Rabi,Clay,Flood,172,7,84,6.77,0.74,7.3,0.26,1.33,16.7,29.2,499,0.9,8446,1,62.2,42.6,58.5,28.9,5647,5082
AP01969,Haryana,HAR-19,Potato,Rabi,Loamy,Sprinkler,353,12,237,7.8,0.42,30.8,0.47,1.58,18.4,46.9,550,3.36,9439,1,48.1,27.1,24.6,28.0,2952,9918
AP01970,Haryana,HAR-07,Potato,Rabi,Silt,Flood,166,6,63,7.8,0.62,17.7,0.91,2.1,21.2,53.4,520,1.08,9688,9,91.4,49.2,84.2,30.6,7072,7637
AP01971,Haryana,HAR-01,Potato,Rabi,Loamy,Flood,434,11,209,7.04,0.51,8.1,1.73,1.19,17.7,,539,1.21,10562,19,34.3,39.6,30.3,24.9,3549,4294
AP01972,Haryana,HAR-12,Potato,Rabi,Silt,Drip,354,14,203,6.96,0.45,8.9,0.6,2.37,9.5,60.1,499,0.45,8419,21,41.0,23.2,32.6,20.2,3218,1448
AP01973,Haryana,HAR-12,Onion,Rabi,Silt,Sprinkler,345,20,181,6.95,0.52,6.1,0.6,0.27,13.0,,483,12.61,6343,3,23.9,8.0,25.3,17.7,2197,27704
AP01974,Haryana,HAR-15,Onion,Rabi,Silt,Flood,57,2,52,6.3,0.75,10.8,1.36,0.36,14.5,35.5,459,1.5,5210,11,40.1,30.2,50.6,32.0,4382,6573
AP01975,Haryana,HAR-10,Onion,Rabi,Sandy,Flood,237,4,70,6.91,0.1,15.7,0.23,2.12,20.5,46.3,543,3.94,4966,12,48.8,23.9,58.4,26.7,4576,18029
AP01976,Haryana,HAR-05,Onion,Rabi,Loamy,Flood,326,18,179,6.05,0.89,19.9,0.12,1.8,24.0,63.2,562,2.81,5812,3,23.8,8.0,24.6,10.1,2135,5999
AP01977,Haryana,HAR-08,Onion,Rabi,Silt,Rainfed,159,5,64,7.02,0.42,17.9,0.32,0.99,23.2,65.2,510,0.27,6846,25,32.2,18.0,32.9,24.7,3019,815
AP01978,Haryana,HAR-03,Onion,Rabi,Sandy,Flood,859,32,382,5.98,0.23,5.0,1.03,0.66,17.5,32.1,506,13.3,8521,1,11.6,7.3,13.4,10.3,1488,19790
AP01979,Haryana,HAR-15,Onion,Rabi,Sandy,Flood,202,2,57,6.27,0.26,14.1,1.59,1.21,19.0,57.4,573,1.52,6011,2,38.9,15.7,40.4,21.2,3490,5304
AP01980,Haryana,HAR-22,Onion,Rabi,Sandy,Rainfed,244,7,57,5.87,0.36,6.3,0.43,1.27,22.3,45.5,451,0.33,5719,24,42.9,26.1,42.2,35.3,3921,1293
AP01981,Haryana,HAR-22,Onion,Rabi,Silt,Rainfed,378,17,257,7.42,0.87,7.6,0.45,1.02,19.7,52.2,412,5.0,6754,1,20.8,10.5,13.0,18.2,1579,7895
AP01982,Haryana,HAR-02,Onion,Rabi,Clay,Rainfed,162,8,69,6.97,0.35,31.7,1.36,0.11,11.3,46.3,530,2.79,6288,17,59.7,29.3,65.6,21.6,5346,14915
AP01983,Haryana,HAR-16,Onion,Winter,Silt,Flood,434,15,182,6.93,0.56,7.4,0.33,1.44,17.0,60.2,507,1.32,5678,5,16.7,8.8,20.9,9.0,2033,2683
AP01984,Haryana,HAR-08,Onion,Rabi,Clay,Flood,178,6,57,7.87,0.88,6.1,0.94,0.89,19.5,44.4,538,1.03,6951,1,31.6,19.3,41.8,17.7,3593,3700
AP01985,Haryana,HAR-21,Onion,Rabi,Loamy,Flood,240,6,20,6.58,0.75,28.7,1.86,2.09,15.1,46.8,477,2.74,6256,1,39.1,21.3,50.7,19.6,4292,11760
AP01986,Haryana,HAR-06,Onion,Rabi,Loamy,Drip,339,17,145,6.62,0.81,15.3,2.44,1.68,19.2,54.4,490,3.44,5918,8,15.0,7.4,19.7,13.6,1753,6030
AP01987,Haryana,HAR-17,Onion,Rabi,Sandy,Sprinkler,287,13,151,6.78,0.1,12.0,0.33,2.93,23.4,44.9,496,12.28,5607,19,31.7,12.1,28.9,26.0,2561,31449
AP01988,Haryana,HAR-19,Onion,Winter,Sandy,Flood,422,15,192,6.56,0.78,21.8,1.35,2.61,15.9,59.4,424,0.6,7295,3,20.7,10.5,21.7,12.6,2109,1265
AP01989,Haryana,HAR-16,Onion,Rabi,Silt,Flood,167,4,41,6.0,0.71,15.7,1.91,,20.4,65.2,530,1.38,4509,1,37.9,20.7,43.9,19.5,3578,4937
AP01990,Haryana,HAR-05,Onion,Winter,Loamy,Rainfed,473,13,269,6.25,0.92,21.8,0.77,1.32,7.9,51.8,571,2.5,6553,1,15.8,13.0,15.7,11.4,1714,4285
AP01991,Haryana,HAR-06,Onion,Rabi,Clay,Rainfed,515,14,219,7.27,0.53,2.8,0.1,1.48,24.7,31.8,499,1.54,6403,1,11.5,10.5,16.1,11.7,1699,2616
AP01992,Haryana,HAR-20,Onion,Rabi,Clay,Rainfed,255,4,91,7.13,0.9,22.8,0.32,,10.3,58.2,467,2.92,5535,4,33.9,25.1,40.2,21.0,3596,10500
AP01993,Haryana,HAR-01,Onion,Winter,Silt,Flood,400,21,131,6.51,0.44,6.3,1.04,1.84,19.8,30.0,442,5.1,3848,4,18.5,6.0,33.5,22.4,2629,13407
AP01994,Haryana,HAR-01,Onion,Rabi,Sandy,Rainfed,414,15,210,5.62,0.31,4.9,0.37,1.08,9.9,40.6,432,3.18,8147,2,20.3,15.5,23.7,10.3,2303,7323
AP01995,Haryana,HAR-04,Onion,Rabi,Clay,Rainfed,490,14,123,6.52,0.65,7.4,0.43,0.74,19.9,49.3,505,1.88,6622,8,13.8,12.4,28.4,15.0,2329,4378
AP01996,Haryana,HAR-21,Onion,Kharif,Loamy,Rainfed,584,25,346,6.15,0.73,12.2,1.31,1.16,24.0,79.5,623,1.53,5733,5,11.6,7.1,13.4,6.5,1501,2296
AP01997,Haryana,HAR-15,Onion,Winter,Loamy,Flood,694,28,366,6.82,0.6,26.5,0.26,0.98,13.2,56.9,408,3.81,5288,12,10.0,6.1,10.7,17.8,1182,4503
AP01998,Haryana,HAR-16,Onion,Kharif,Silt,Flood,778,22,337,7.1,0.9,16.1,0.52,1.48,29.0,90.0,577,4.26,5721,1,10.0,7.3,10.4,7.5,1234,5256
AP01999,Haryana,HAR-14,Onion,Kharif,Sandy,Flood,182,6,72,5.5,0.1,19.2,0.98,2.83,29.0,89.0,562,4.24,7059,11,57.4,25.5,44.1,24.0,3958,16781
AP02000,Haryana,HAR-04,Onion,Rabi,Sandy,Rainfed,806,32,375,6.6,0.59,12.0,1.16,1.05,13.6,45.0,400,2.09,6347,4,12.1,6.1,11.1,10.7,1190,2487
AP02001,Haryana,HAR-08,Onion,Kharif,Sandy,Rainfed,619,31,283,6.64,0.5,8.9,0.78,0.86,31.9,74.1,526,0.52,4947,2,8.2,5.7,11.1,16.6,1252,651
AP02002,Haryana,HAR-11,Onion,Rabi,Loamy,Sprinkler,167,3,109,6.22,0.61,10.4,0.46,,21.1,50.2,484,1.66,5895,5,36.8,23.8,38.4,37.8,3371,5595
AP02003,Haryana,HAR-07,Onion,Rabi,Silt,Drip,287,17,171,6.38,0.48,14.0,0.35,1.16,8.0,57.2,453,1.14,9329,1,26.7,8.8,23.2,4.4,2130,2428
AP02004,Haryana,HAR-03,Onion,Kharif,Loamy,Rainfed,201,5,85,6.29,0.55,15.0,0.34,1.66,30.8,74.1,653,2.26,7905,1,46.1,20.5,35.8,19.7,3183,7193
AP02005,Haryana,HAR-09,Onion,Rabi,Sandy,Flood,185,5,84,5.7,0.43,6.3,0.56,0.87,15.5,58.4,515,0.4,7606,1,33.7,25.2,36.6,30.5,3401,1360
AP02006,Haryana,HAR-10,Onion,Winter,Loamy,Flood,165,6,51,7.54,0.61,11.6,1.73,2.37,13.1,54.5,505,2.63,5874,3,37.6,23.6,44.9,22.2,3821,10049
AP02007,Haryana,HAR-06,Onion,Rabi,Clay,Sprinkler,302,14,147,6.72,0.78,21.1,0.35,0.1,12.8,35.7,475,1.06,5195,1,35.3,15.0,32.4,25.4,2964,3141
AP02008,Haryana,HAR-01,Onion,Rabi,Loamy,Rainfed,400,11,190,7.16,0.58,8.2,0.91,1.71,17.7,59.1,510,2.34,7616,14,17.9,12.9,21.0,15.6,2047,4789
AP02009,Haryana,HAR-20,Onion,Rabi,Loamy,Drip,453,16,267,6.98,0.29,18.3,0.6,0.1,16.0,70.0,543,1.45,5007,4,17.6,9.7,17.8,14.0,1786,2589
AP02010,Haryana,HAR-17,Onion,Rabi,Loamy,Flood,439,18,231,6.31,0.87,5.0,0.46,1.08,22.2,,586,1.31,4292,6,13.9,7.2,18.2,15.1,1659,2173
AP02011,Haryana,HAR-16,Onion,Winter,Loamy,Sprinkler,383,11,136,6.34,0.62,26.4,0.67,,15.8,52.8,447,3.07,7553,1,14.3,20.6,17.7,18.3,2104,6459
AP02012,Haryana,HAR-03,Onion,Rabi,Loamy,Rainfed,512,17,110,7.46,0.46,7.0,0.28,1.09,19.1,48.7,602,1.23,6574,8,9.5,8.8,37.8,15.4,2818,3466
AP02013,Haryana,HAR-24,Onion,Rabi,Loamy,Flood,279,10,109,7.18,0.77,9.8,1.88,1.93,22.4,25.0,456,2.42,7686,8,29.3,26.4,45.5,18.9,3898,9433
AP02014,Haryana,HAR-03,Onion,Rabi,Sandy,Sprinkler,227,4,90,5.83,0.66,23.4,0.6,1.71,23.3,37.2,530,1.64,6054,1,37.6,29.4,52.2,24.1,4526,7422
AP02015,Haryana,HAR-14,Onion,Winter,Sandy,Flood,235,8,84,7.17,0.59,6.2,1.35,2.63,13.2,51.4,470,3.06,5615,5,45.3,22.3,39.5,34.3,3696,11309
AP02016,Haryana,HAR-06,Onion,Rabi,Silt,Rainfed,476,20,159,6.81,0.63,23.1,0.1,1.14,19.5,43.8,530,1.37,6569,3,20.6,10.5,24.2,9.4,2319,3177
AP02017,Haryana,HAR-19,Onion,Rabi,Silt,Flood,214,9,47,6.34,0.79,25.2,0.36,1.09,15.0,42.8,562,13.14,5543,3,30.8,19.5,44.6,27.2,3562,46804
AP02018,Haryana,HAR-09,Onion,Rabi,Loamy,Flood,353,16,159,6.92,0.71,6.5,0.47,2.02,16.3,39.9,456,1.29,5080,3,17.6,7.0,15.5,17.1,1552,2002
AP02019,Haryana,HAR-09,Onion,Rabi,Silt,Flood,776,31,360,6.89,0.72,20.9,0.52,1.73,18.9,68.4,567,1.43,6742,9,11.4,7.7,13.6,3.7,1415,2023
AP02020,Haryana,HAR-12,Onion,Rabi,Sandy,Drip,322,19,196,6.81,0.23,5.2,0.55,2.31,19.0,46.9,468,1.86,5218,12,16.4,5.1,15.9,17.3,1478,2749
AP02021,Haryana,HAR-24,Onion,Rabi,Loamy,Sprinkler,221,10,106,6.28,0.64,24.0,0.99,1.23,8.0,43.3,466,5.1,7699,3,32.3,25.7,37.3,24.5,3555,18130
AP02022,Haryana,HAR-11,Onion,Rabi,Silt,Rainfed,128,6,97,6.98,0.67,3.2,0.6,1.44,8.7,46.4,465,3.19,5860,1,28.1,22.7,32.1,27.8,3079,9822
AP02023,Haryana,HAR-11,Onion,Kharif,Loamy,Flood,495,17,140,7.21,0.68,33.9,1.82,1.54,28.3,62.7,610,3.97,5883,5,15.7,11.7,32.6,18.3,2667,10587
AP02024,Haryana,HAR-05,Onion,Kharif,Silt,Flood,453,15,166,6.3,0.58,12.0,0.53,2.72,24.0,55.0,556,2.37,6419,17,18.3,9.2,27.9,19.1,2309,5472
AP02025,Haryana,HAR-03,Onion,Rabi,Loamy,Drip,65,5,99,7.01,0.69,12.0,2.4,0.85,14.9,49.4,506,5.47,7238,8,30.2,19.3,39.6,20.4,3329,18209
AP02026,Haryana,HAR-22,Onion,Rabi,Sandy,Sprinkler,367,14,186,6.55,0.44,2.0,0.43,1.63,24.9,33.8,514,9.64,7901,4,20.2,11.1,25.7,15.2,2252,21709
AP02027,Haryana,HAR-17,Onion,Kharif,Loamy,Sprinkler,271,6,42,6.15,0.82,12.4,0.49,0.68,28.7,,633,1.34,3727,1,40.0,19.4,48.3,30.1,4097,5489
AP02028,Haryana,HAR-19,Onion,Rabi,Loamy,Flood,652,30,400,7.48,0.79,14.8,0.96,1.3,20.7,45.1,454,8.73,7132,14,11.2,7.4,15.4,14.8,1592,13898
AP02029,Haryana,HAR-02,Onion,Rabi,Clay,Rainfed,390,18,169,6.55,0.71,31.1,0.36,0.71,22.7,53.3,477,0.25,7181,1,17.7,7.9,28.8,10.5,2274,568
AP02030,Haryana,HAR-01,Onion,Rabi,Silt,Rainfed,135,11,109,7.23,0.87,17.3,1.6,1.19,15.2,46.8,568,1.66,6963,5,49.2,16.4,50.1,26.1,4160,6905
AP02031,Haryana,HAR-09,Onion,Rabi,Loamy,Drip,93,2,101,6.16,0.65,4.2,0.28,0.27,16.0,36.4,626,2.18,4036,1,26.4,15.9,35.3,21.3,3036,6618
AP02032,Haryana,HAR-16,Onion,Winter,Silt,Drip,164,6,35,6.34,0.1,12.0,0.51,1.39,25.5,61.9,478,1.43,5507,3,48.8,20.1,36.6,30.9,3444,4924
AP02033,Haryana,HAR-15,Onion,Rabi,Loamy,Drip,280,18,260,6.81,0.81,12.0,1.66,0.63,10.8,41.7,411,1.91,7012,8,25.4,11.6,16.3,17.8,1808,3453
AP02034,Haryana,HAR-17,Onion,Rabi,Clay,Sprinkler,609,23,380,7.87,0.78,26.0,0.37,1.58,10.9,51.7,412,4.68,6522,1,10.3,6.9,11.9,3.0,1262,5906
AP02035,Haryana,HAR-02,Onion,Kharif,Loamy,Drip,212,8,90,7.38,0.67,2.0,1.53,0.21,34.0,83.2,577,1.13,4704,12,29.7,19.0,25.5,17.5,2532,2861
AP02036,Haryana,HAR-24,Onion,Rabi,Loamy,Sprinkler,387,15,203,6.77,0.76,7.6,0.6,1.26,14.0,47.0,400,1.54,7410,9,19.5,16.1,20.7,13.0,2097,3229
AP02037,Haryana,HAR-11,Onion,Rabi,Clay,Flood,269,5,51,6.69,0.7,12.0,0.42,2.15,22.6,25.4,518,3.44,4373,6,43.6,24.9,47.2,30.9,4015,13811
AP02038,Haryana,HAR-22,Onion,Rabi,Loamy,Drip,652,27,280,6.6,0.76,33.2,0.2,,18.6,46.4,510,1.52,6676,1,8.2,5.2,8.8,6.6,1059,1609
AP02039,Haryana,HAR-09,Onion,Rabi,Sandy,Flood,90,6,90,6.37,0.15,7.3,0.59,1.96,13.6,43.5,452,2.13,7724,3,52.3,21.2,42.2,20.1,3731,7947
